gene,full_log2FoldChange,full_pvalue,full_padj,eligible_fold_count,estimable_fold_count,direction_consistency_fraction,median_lodo_log2FoldChange,minimum_lodo_log2FoldChange,maximum_lodo_log2FoldChange,lodo_log2FoldChange_iqr,nominal_significant_fold_fraction,fdr_significant_fold_fraction,largest_effect_change_omitted_datasets,conserved,exclusion_reason
IGIP,-1.05100788950321,6.121552404574241e-09,3.04791334145611e-08,10,10,1.0,-1.030227954225505,-1.37767950952688,-0.187361697831466,0.18211040798690514,0.9,0.9,MMRF_ImmuneAtlas,True,
IGKV3-20,2.78343114133879,0.0005994765653298,0.0013298175893891,10,10,1.0,2.78826556430569,0.0302836915923918,4.5645943143462,0.3566898760908104,0.9,0.8,MMRF_ImmuneAtlas,True,
IGKV4-1,3.04757917724841,0.0003393224144643,0.0007809658925399,10,10,1.0,3.143214119685285,0.672371410486172,5.79888128201309,0.3215538403197771,0.9,0.8,DISCO_ref,True,
IGLL1,2.77939941459555,1.84214197265457e-08,8.60491586330492e-08,10,10,1.0,2.8022608749129896,1.99808122406171,3.33260108635049,0.19251438818637467,1.0,1.0,NBM_66k,True,
IGLV1-40,4.26782032064021,0.0188838576407621,0.031340830907766,10,10,1.0,4.356310052293465,3.14937731660383,4.91833005739197,0.5092568739818519,0.7,0.6,inhouse_NBM,True,
IGLV1-51,3.97028521332511,2.30174905616651e-05,6.4684732236097e-05,10,10,1.0,3.981044714084555,2.47990223419778,4.8220494424619,1.025237799630732,1.0,1.0,MMRF_ImmuneAtlas,True,
IGLV2-14,2.22413185955941,1.00657263131771e-10,6.35261879789249e-10,10,10,1.0,2.2209278732017053,1.0201244365419,2.70522509630867,0.4275004690574551,0.9,0.9,MMRF_ImmuneAtlas,True,
IGLV2-8,4.95426923130092,2.13448179856272e-07,8.44878786325546e-07,10,9,1.0,4.94818067189438,2.19463281426724,5.60828112429475,2.5585069797317,0.8888888888888888,0.7777777777777778,MMRF_ImmuneAtlas,True,
IGLV3-1,2.54990439415518,0.0040315610774929,0.0076646710054598,10,10,1.0,2.51062261677966,0.0200602390811034,3.59065736993692,0.43375383165628767,0.7,0.7,MMRF_ImmuneAtlas,True,
IGLV3-19,3.80510763459299,0.0004035210153622,0.0009205930210431,10,9,1.0,3.86334287249789,2.4917831360173,4.37498939754497,0.16031135362420024,1.0,0.8888888888888888,MMRF_ImmuneAtlas,True,
IGLV3-21,2.7800144700771,0.0044534819662703,0.0084085481673913,10,10,1.0,2.813661439683755,1.26917535604677,3.36411789222128,0.36127523453286736,0.8,0.8,MMRF_ImmuneAtlas,True,
IGLV6-57,5.3307625249515,6.08807713777155e-06,1.87682709161461e-05,10,10,1.0,5.098305394099665,1.93301163338638,5.66263566762618,0.7333392913975061,0.8,0.8,MMRF_ImmuneAtlas,True,
IGSF9B,-0.91259829296194,6.88549337223979e-05,0.000178844429245,10,10,1.0,-0.9170534625882145,-1.20728682959835,-0.533528485866272,0.08847595002545416,0.9,0.8,DISCO_ref,True,
IKZF2,0.698223406858511,0.0002822056597506,0.000659112053889,10,10,1.0,0.6934386089307465,0.133731833552134,1.23255224259052,0.1592278820391635,0.9,0.9,GSE194122_BMMC,True,
IL10,1.77979788300254,0.0001119664494932,0.0002812920969677,10,9,1.0,1.87768743096823,1.34185808197433,2.53126357419193,0.4648670990683901,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
IL10RB-DT,-2.42360133027938,2.64765722645746e-20,6.000972661531631e-19,10,9,1.0,-2.42394613151316,-3.58245716098534,-2.03403816673052,0.1402246052691698,1.0,1.0,DISCO_ref,True,
IL12RB2,1.77426137323197,1.33509931230503e-13,1.28410935701958e-12,10,10,1.0,1.79356617197477,1.41940318102712,1.94307810233916,0.14427321744435506,1.0,1.0,MMRF_ImmuneAtlas,True,
IL18,2.27256275451489,1.57865919176142e-10,9.77381278699794e-10,10,10,1.0,2.37813659267719,1.10474847889518,2.6281845214346,0.20325218628601283,1.0,1.0,NBM_66k,True,
IL1R1,1.60409943554353,0.0077075385859007,0.0139705836746525,10,8,1.0,1.65581456930011,0.120907969999296,1.900647439368,0.16269916472811508,0.875,0.875,MMRF_ImmuneAtlas,True,
IL1R2,2.51319126873055,0.001659414815752,0.0034218866434,10,10,1.0,2.5642747430556803,0.381599900987472,4.71569656381006,0.19221873633305764,0.8,0.8,DISCO_ref,True,
IL1RAP,0.748145965214547,1.3063012828225298e-11,9.189944112488289e-11,10,10,1.0,0.7601213119600305,0.243784519695332,0.931578188822592,0.09205802294197674,0.9,0.9,MMRF_ImmuneAtlas,True,
IL20RB,1.41732905012638,2.59878949395563e-08,1.18525718565098e-07,10,10,1.0,1.440995438665985,0.492529401975459,1.69438986808638,0.15356783428644238,0.9,0.8,GSE194122_BMMC,True,
IL24,-0.639490304873684,0.016504581066572,0.0277030088734809,10,9,1.0,-0.642178292521954,-1.10592531567068,-0.519291614300285,0.171848893983374,0.6666666666666666,0.6666666666666666,DISCO_ref,True,
IL2RA,1.81808324619769,2.7918484481116e-07,1.08611238507506e-06,10,9,1.0,1.87914455060105,0.518051906421011,2.11460266327066,0.16120051730279994,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
IL2RB,0.361248389893727,4.5810640190506e-07,1.73554409384526e-06,10,10,1.0,0.3654404163245185,0.229110525984669,0.432253016994314,0.030407690971047563,1.0,1.0,DISCO_ref,True,
IL2RG,-0.606154716658089,9.974140788828509e-11,6.30244799177733e-10,10,10,1.0,-0.604652131091006,-0.803806667056258,-0.19529086851723,0.11141157264938029,0.9,0.9,MMRF_ImmuneAtlas,True,
IL3RA,1.87572317710505,2.87471061865077e-10,1.7087647041079202e-09,10,10,1.0,1.91243865598054,1.33167483073988,2.15622963816499,0.4265167979564626,1.0,0.9,NBM_66k,True,
IL7,0.811680550235039,1.56527884811968e-05,4.50568671189835e-05,10,10,1.0,0.8383583951151166,0.350695325922031,0.994453633498019,0.049318977559074995,0.8,0.8,MMRF_ImmuneAtlas,True,
IMMP2L,2.49149700876072,2.96667236755291e-50,1.10466164657524e-47,10,10,1.0,2.5537978327565,0.827766923892592,2.88523152157362,0.17366488218391263,1.0,1.0,GSE194122_BMMC,True,
INKA1,-1.11224363083641,0.0007646552545372,0.0016699404448691,10,9,1.0,-1.11709391541569,-1.65739645040048,-0.825912909280358,0.14437101840073985,1.0,1.0,DISCO_ref,True,
INKA2,2.90259655778365,1.1983223414894101e-14,1.35801181873571e-13,10,10,1.0,2.9756370816107154,0.843892224797581,3.156701276992,0.20222484809863284,1.0,0.9,GSE194122_BMMC,True,
INPP4B,1.09064554598598,7.18159894250037e-15,8.381647819562561e-14,10,10,1.0,1.1591310650942699,0.266693404468383,1.84908587091413,0.13648370885602246,1.0,0.9,GSE194122_BMMC,True,
INPP5A,1.38560359160663,1.16272330045616e-14,1.32342283084672e-13,10,10,1.0,1.376302321830875,0.374256510764086,1.70365611797321,0.21343971000945272,0.9,0.9,MMRF_ImmuneAtlas,True,
INPP5D,0.456132924341065,8.91899909592104e-05,0.0002280271813979,10,10,1.0,0.46687286156074503,0.0028165878227101,0.636670911144134,0.11101621385452676,0.8,0.8,MMRF_ImmuneAtlas,True,
IPMK,0.593787447989405,4.12003197670271e-08,1.82478561550988e-07,10,10,1.0,0.595856438929464,0.181569838932571,0.863268414653782,0.08863443158112239,0.9,0.8,MMRF_ImmuneAtlas,True,
IRAK2,0.982810447626479,3.5936265067562894e-11,2.36535037622734e-10,10,10,1.0,0.9965865096409896,0.709361891191957,1.09089693771578,0.14813217878370488,1.0,0.9,MMRF_ImmuneAtlas,True,
IRAK3,2.47960832045457,1.62579235455312e-10,1.0041771971902202e-09,10,10,1.0,2.5541199514154798,0.793859921706253,3.0981678572003,0.40997692634677785,0.9,0.9,MMRF_ImmuneAtlas,True,
IRF8,2.51304235336368,4.79106422788932e-29,2.60164768958198e-27,10,10,1.0,2.616817627299655,1.26358414258396,2.81191879858592,0.10820191174978522,1.0,1.0,MMRF_ImmuneAtlas,True,
IRS2,1.80288204196992,7.98629062291608e-21,1.90102890489779e-19,10,10,1.0,1.851483286503695,1.02726942114715,1.91664111625904,0.09602934378994266,1.0,1.0,MMRF_ImmuneAtlas,True,
ITGA1,0.901430457183293,0.0205397136863653,0.0336921105874834,10,10,1.0,0.923912086802197,0.0912908151946068,1.17911675541962,0.1264522588501653,0.8,0.8,GSE194122_BMMC,True,
ITGA2B,2.09430681537601,0.0007481766631885,0.0016373824287162,10,9,1.0,2.2344939340869,0.300193790910237,2.61853207097403,0.2873786535125302,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
ITGA6,0.455215070599524,0.0016003977126215,0.0033080385709342,10,10,1.0,0.472826864884955,0.338764975312765,0.882873374732254,0.12121238099898751,1.0,1.0,MMRF_ImmuneAtlas,True,
ITGA7,1.15081931760645,0.0283514440951332,0.0451423573817744,10,8,1.0,1.2166022313684701,0.312464166892813,1.3095695173689,0.043962891929725245,0.875,0.75,MMRF_ImmuneAtlas,True,
ITGAX,1.07808966704788,6.697831329423251e-09,3.31269399623182e-08,10,10,1.0,1.0912285339136698,0.594139363723089,1.18289313870154,0.0623483690449127,0.9,0.9,MMRF_ImmuneAtlas,True,
ITGB2,0.52317400845709,8.63367538498294e-13,7.28274268315794e-12,10,10,1.0,0.5217468416632555,0.342875537367275,0.625529381732985,0.05006459856574097,1.0,1.0,DISCO_ref,True,
ITGB2-AS1,0.284481450936656,0.0017672948339064,0.0036285576877331,10,10,1.0,0.274108175795373,0.21800714101664,0.395675352280674,0.04801254126160748,0.9,0.9,DISCO_ref,True,
ITGB5,1.40096071239968,0.0039546734607355,0.0075460149161107,10,8,1.0,1.48327944659346,0.478364708306092,1.56969204613804,0.1626915439566723,0.875,0.75,MMRF_ImmuneAtlas,True,
ITGB7,0.542869839954523,6.57775172787657e-12,4.8500452273579295e-11,10,10,1.0,0.5309011733391784,0.476940096240351,0.664806949186502,0.05887968034151703,1.0,1.0,MMRF_ImmuneAtlas,True,
ITPK1-AS1,-1.8808554215902,5.457160199057121e-15,6.42171018457896e-14,10,9,1.0,-1.88376194000149,-2.87989082323757,-1.47788828793305,0.27143055963209983,1.0,1.0,DISCO_ref,True,
ITSN1,1.00908960458153,5.49831944727202e-06,1.71427866498977e-05,10,10,1.0,1.020579610427365,0.235510348303942,1.3830947199098,0.24484717701195646,0.9,0.9,MMRF_ImmuneAtlas,True,
JAKMIP1,0.922257270892367,5.51450988610149e-08,2.38962095064398e-07,10,10,1.0,0.9447311729012264,0.424309031450178,2.74143637588523,0.24403162550413637,1.0,0.9,MMRF_ImmuneAtlas,True,
JAML,0.441790230451839,0.0154867508158583,0.0261608658467497,10,10,1.0,0.46843854437862253,0.1674504832214,0.67667391583253,0.13141379302491674,0.8,0.6,NBM_66k,True,
JARID2,0.432680489717248,5.59717926167665e-08,2.41740642014253e-07,10,10,1.0,0.43978535192850854,0.021337433501639,0.579668163283556,0.08043022762528229,0.9,0.8,GSE194122_BMMC,True,
JAZF1,1.08881190972186,1.08640674402251e-29,6.08971866299927e-28,10,10,1.0,1.106178795320775,0.38328291123705,1.32777959650669,0.1153510671799527,1.0,1.0,GSE194122_BMMC,True,
JDP2,2.36873893773049,1.12955736708175e-09,6.204828824654541e-09,10,10,1.0,2.478818144882795,0.510293901970189,2.97502724902458,0.5392181787376571,0.8,0.8,MMRF_ImmuneAtlas,True,
JHY,-0.473889471673566,0.0022215749469443,0.0044867996412432,10,10,1.0,-0.48149348639123946,-0.861176640123009,-0.136675444770321,0.23723740068622579,0.7,0.7,DISCO_ref,True,
JMJD1C,0.592188199068966,9.22134721270923e-13,7.75336822900858e-12,10,10,1.0,0.6186282189842205,0.0313966577189969,0.758310215794161,0.0821724278431003,0.9,0.9,MMRF_ImmuneAtlas,True,
JMJD7,-1.14522094492538,1.6134632043875597e-11,1.12446305942143e-10,10,10,1.0,-1.114279722273025,-2.56959280104186,-0.579059035283324,0.23614799438207867,1.0,1.0,NBM_66k,True,
JRK,-0.675931120235862,1.66547708426546e-07,6.70434906585006e-07,10,10,1.0,-0.6526748085291785,-0.888053011962563,-0.572953721449203,0.06540549452216682,1.0,0.9,NBM_66k,True,
JUN,-0.420118186113043,0.0017982685181961,0.0036906983406914,10,10,1.0,-0.402395844845157,-0.60748317230499,-0.280059223427012,0.1476053138162875,0.9,0.8,GSE120221_RAW_10x,True,
JUNB,0.964370615384951,2.38898443045183e-13,2.20031375193381e-12,10,10,1.0,0.964748670449651,0.705303910779671,1.11721727402029,0.0364476824037715,1.0,1.0,GSE120221_RAW_10x,True,
KALRN,1.25067684795087,1.404035512874e-06,4.86975191524428e-06,10,8,1.0,1.272008311973785,0.85062197427106,1.48259148823492,0.10910460689609502,0.875,0.875,MMRF_ImmuneAtlas,True,
KANK1,2.39392642661352,3.84730584340322e-14,3.9714862102299e-13,10,10,1.0,2.442838230643165,1.29152092188524,2.82304014545958,0.25130514271671744,1.0,1.0,GSE194122_BMMC,True,
KANK2,1.54950478383592,4.18318999400261e-05,0.0001126393049521,10,9,1.0,1.60141590063925,1.31561835088508,1.98116732856925,0.10580215118032998,1.0,0.8888888888888888,GSE271107_MM_precursors,True,
KAT14,-0.80593502448208,4.19452124982189e-08,1.85620027804088e-07,10,10,1.0,-0.7877827344861934,-1.24855059600748,-0.310948544099612,0.165892227988524,0.9,0.9,MMRF_ImmuneAtlas,True,
KAZN,2.75583067944024,3.07292336165902e-12,2.3802599530948697e-11,10,10,1.0,2.788162664220385,1.96634836568468,2.99560019097285,0.25198824607352277,1.0,1.0,GSE194122_BMMC,True,
KCNAB1,-1.32540451939886,9.46652953831688e-07,3.38702940859615e-06,10,10,1.0,-1.293010356135335,-2.08049335462607,-0.363395411899603,0.14348445304072244,0.9,0.9,MMRF_ImmuneAtlas,True,
KCNAB3,-0.508962142349781,0.0080045649838407,0.014433689816936,10,10,1.0,-0.500999528519935,-0.841817327074038,-0.374934283769261,0.19317115062468504,0.7,0.6,DISCO_ref,True,
KCNE1,1.45417581826587,5.69126486243073e-05,0.0001502966754197,10,9,1.0,1.51691946429274,1.33838239134523,1.7575014269493,0.15619845482973993,1.0,0.8888888888888888,DISCO_ref,True,
KCNE3,2.11253674795006,0.000105890173287,0.0002671856114933,10,10,1.0,2.23390762877587,0.353550041205932,2.64152282946288,0.4578624453753495,0.8,0.8,NBM_66k,True,
KCNK5,1.19721427447149,0.0013016119252435,0.0027250212716041,10,10,1.0,1.2163319246868198,0.699907670649458,1.64383197083745,0.11820844354950233,0.8,0.8,NBM_66k,True,
KCNMB1,0.809424810762517,0.0176370613881793,0.0294308581999291,10,9,1.0,0.880669893184433,0.736542523396408,1.21960522649368,0.16508280035935796,0.7777777777777778,0.6666666666666666,MMRF_ImmuneAtlas,True,
KCNMB2-AS1,-1.04621208607864,0.0014331357453484,0.0029812197288513,10,9,1.0,-1.03816206201764,-1.4721505636586,-0.885569495298665,0.15597776303600686,1.0,1.0,GSE194122_BMMC,True,
KCNQ1OT1,-0.429066382559847,0.0015256760813167,0.0031648823764042,10,10,1.0,-0.4121289879722495,-0.762308651178866,-0.172102220510098,0.1597130396377735,0.8,0.7,GSE120221_RAW_10x,True,
KCNQ5,3.54773777482978,8.238736148923859e-56,4.77205906048223e-53,10,10,1.0,3.611753952231715,1.84607375439645,3.92569395224724,0.19171930723305497,1.0,1.0,GSE194122_BMMC,True,
KCP,0.685577469716297,0.0013923642334325,0.0029045197074366,10,10,1.0,0.699988881013555,0.0358209349925571,0.841961282427816,0.0940307841406749,0.9,0.8,MMRF_ImmuneAtlas,True,
KCTD12,2.19103660623012,8.75296943003841e-08,3.66205695335395e-07,10,10,1.0,2.326222051173815,1.08158217773025,2.81114285231523,0.5524627679927798,1.0,1.0,NBM_66k,True,
KDM6A,1.23201293433761,1.88870111358669e-19,3.97008020368042e-18,10,10,1.0,1.230646818617345,0.118564361969158,1.55261504228522,0.15066312979632257,0.9,0.9,MMRF_ImmuneAtlas,True,
KHDRBS2,2.16618341035391,0.0047112779734889,0.0088663870309738,10,9,1.0,2.27875013152027,1.58685730699491,2.85116635396555,0.19959690225137017,0.7777777777777778,0.7777777777777778,DISCO_ref,True,
KIAA0408,-1.82012270694093,1.66105840899546e-09,8.908536508326481e-09,10,9,1.0,-1.82220363181697,-1.89385212708268,-1.78456847268676,0.01372818033492984,1.0,1.0,NBM_66k,True,
KIAA0825,1.28415181178829,4.0785496421571703e-14,4.18533056782783e-13,10,10,1.0,1.36832970470159,0.239060672112032,2.38444820008003,0.18770140881398745,0.9,0.9,MMRF_ImmuneAtlas,True,
KIAA0895L,-0.691618697573467,0.0008424455465307,0.0018260576441018,10,10,1.0,-0.6881894684622349,-0.882703576573207,-0.291825580088544,0.13660901758610255,0.8,0.8,NBM_66k,True,
KIAA1257,1.83162939201996,4.37364436035148e-06,1.3860065684202e-05,10,10,1.0,1.872720143673885,1.17707351738863,2.09407791715856,0.35524798664029245,0.9,0.9,MMRF_ImmuneAtlas,True,
KIAA1324L,0.601776315496894,0.0077138193001365,0.01397710810275,10,10,1.0,0.61852207119798,0.0497262041448837,0.851600004616884,0.05483580025421653,0.8,0.8,GSE194122_BMMC,True,
KIF13A,2.47128104258561,2.9583494669413097e-13,2.68673793922736e-12,10,10,1.0,2.5667258577682404,0.842308037646283,2.9323331400372,0.33492939043846537,0.9,0.9,MMRF_ImmuneAtlas,True,
KIF14,2.03279772874492,1.66308253505238e-06,5.68501590506758e-06,10,9,1.0,2.10988584954743,1.51285276628242,2.57342185841834,0.1598415676632201,1.0,1.0,GSE271107_MM_precursors,True,
KIF19,-0.379814459555694,0.0196093688889575,0.0323799936706162,10,10,1.0,-0.3602242366630095,-0.901881073630569,-0.207815959634434,0.10513919498998953,0.7,0.5,MMRF_ImmuneAtlas,True,
KIF1B,0.350055069594017,4.69889123546242e-05,0.0001256814777345,10,10,1.0,0.366987816186154,0.0581967857828069,0.481500459782737,0.03781396302077478,0.8,0.8,GSE194122_BMMC,True,
KIF20A,1.97014074294746,0.0083299398922222,0.0149274584593175,10,9,1.0,2.05237948673313,0.875477639874954,2.52676877360087,0.11722902747099995,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
KIF23,1.75166658907502,3.16598156821494e-06,1.03022858396407e-05,10,9,1.0,2.0012658403467,1.2686510313194,2.2727808061288,0.3901133126518799,1.0,0.8888888888888888,inhouse_NBM,True,
KIF2C,1.89032353766562,0.0007154555342519,0.0015730365668728,10,9,1.0,1.99123376147781,0.56210014978778,2.47170500580461,0.22677470952495016,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
KIF3C,0.552624032679285,0.0005680872266914,0.0012661131734683,10,10,1.0,0.5567089809458985,0.385791401753264,0.904120720409599,0.07731938039251696,1.0,1.0,MMRF_ImmuneAtlas,True,
KIF4A,2.34863359948748,4.60362378470578e-07,1.74155956383681e-06,10,9,1.0,2.33873899830817,0.813837454658541,2.45212356525653,0.4476613671435701,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
KIFC1,0.836441749826221,0.0267004249724937,0.0427748357042439,10,8,1.0,0.870652713164429,0.587636771885092,1.12408035008946,0.11130626976381774,0.875,0.75,DISCO_ref,True,
KIFC3,0.569628034587603,0.0074139821414754,0.0134853764492364,10,10,1.0,0.5723263096045865,0.133412710623557,0.669703439232594,0.09344997007803846,0.8,0.8,MMRF_ImmuneAtlas,True,
KIR2DL1,2.05901288620905,3.4834899415620403e-10,2.0403857376812302e-09,10,10,1.0,2.0632854010909947,0.940878230304733,2.29998183342477,0.26561555012400495,0.9,0.9,MMRF_ImmuneAtlas,True,
KIR3DL3,2.43263995994593,0.0007487469574585,0.0016379428825982,10,7,1.0,2.56728061002196,1.49534272295644,2.70853322557842,0.16090042550691486,0.8571428571428571,0.8571428571428571,MMRF_ImmuneAtlas,True,
KIR3DX1,5.09965656748532,1.6917064470476499e-13,1.61222407832896e-12,10,10,1.0,5.110570468895975,4.44997783546659,5.29602127024242,0.20332062490675717,1.0,1.0,MMRF_ImmuneAtlas,True,
KIT,1.74893414503829,0.0242875498003528,0.0393324004688535,10,9,1.0,1.83630172409287,0.254756275701275,2.89051983802699,0.40613374233444,0.7777777777777778,0.7777777777777778,MMRF_ImmuneAtlas,True,
KIZ-AS1,2.69935430068371,6.33000977297815e-13,5.44527078325661e-12,10,10,1.0,2.7478091412809302,1.16432324559223,2.96722846520916,0.24927006629766746,1.0,1.0,DISCO_ref,True,
KLF1,2.13977097827779,1.7122971770016e-05,4.90450834269743e-05,10,10,1.0,2.189988673862825,0.108259930402905,4.17051721205579,2.294934973062865,0.7,0.7,GSE120221_RAW_10x,True,
KLF10,0.316526501866225,0.008204147961708,0.0147324227779483,10,10,1.0,0.31250566648614453,0.216298931043121,0.428442037494304,0.03872843378596452,0.8,0.7,GSE194122_BMMC,True,
KLF2,-0.453030309262835,3.97333325777688e-06,1.27307844331843e-05,10,10,1.0,-0.459057389880397,-0.683382902511974,-0.0029837133062279,0.10207167512382798,0.8,0.8,MMRF_ImmuneAtlas,True,
KLF4,2.68618038778942,7.74959100393999e-16,1.0227498203427601e-14,10,10,1.0,2.73795557545017,1.14410976704217,3.30426134594741,0.44901178304938494,1.0,1.0,NBM_66k,True,
KLF5,1.20536085145421,6.99236002183848e-06,2.13164753180374e-05,10,10,1.0,1.228386474539965,0.53795138307815,1.68998717470078,0.17960690218328756,0.8,0.8,NBM_66k,True,
KLHL10,-0.880691358801314,0.0069373173011518,0.0126536861759637,10,7,1.0,-0.879185881449117,-0.957910021252168,-0.814220095245525,0.04881372918098548,1.0,1.0,Matteo_Italy,True,
KLHL14,2.20298134721674,0.030112633541807,0.047554425523611,10,9,1.0,2.22954841747223,1.23805951137775,2.65099279990861,0.14078591312774025,0.7777777777777778,0.5555555555555556,MMRF_ImmuneAtlas,True,
KLHL2,1.09821856885385,3.22098553699765e-17,5.088181092232949e-16,10,10,1.0,1.114655658261555,0.0847133588880363,1.43775437060155,0.11444834512015989,0.9,0.9,MMRF_ImmuneAtlas,True,
KLHL25,0.936365780759036,7.98691290391631e-06,2.41226981275294e-05,10,10,1.0,0.9405419194837601,0.0317487662754228,1.11577266579763,0.10549259152936596,0.9,0.9,MMRF_ImmuneAtlas,True,
KLHL32,1.52268900401562,1.99863513786068e-10,1.2143222580032302e-09,10,10,1.0,1.582317994888345,0.72369497242575,1.74274931109357,0.16338884553066246,1.0,1.0,GSE194122_BMMC,True,
KLHL7-DT,-1.02789488264746,0.0019674671771692,0.0040158208279495,10,8,1.0,-1.033028365767405,-1.45138875366376,-0.75567311000968,0.05041529925243493,1.0,0.875,DISCO_ref,True,
KLKB1,1.28872233184926,2.74659624680101e-05,7.62570435801351e-05,10,10,1.0,1.361947457530475,0.245308992535002,1.80508962774176,0.19234954959811512,0.9,0.9,GSE194122_BMMC,True,
KLRB1,0.953143117545272,3.4514226597341e-09,1.76567873652541e-08,10,10,1.0,0.991252122501818,0.232833313343125,1.12213413363766,0.12756648609995125,0.9,0.9,DISCO_ref,True,
KLRC4,-0.853394854214479,4.71222627945883e-07,1.77748448587691e-06,10,10,1.0,-0.8308430044051784,-1.82223935026535,-0.627526052468484,0.08401829940470118,1.0,1.0,DISCO_ref,True,
KLRC4-KLRK1,5.32105690778451,1.9064868364101e-11,1.31461850240818e-10,10,10,1.0,5.338834359765965,4.64379373516053,5.52266304236875,0.17511225484819004,1.0,1.0,DISCO_ref,True,
KLRF1,1.06133739463121,2.00225877555918e-10,1.2151076830023302e-09,10,10,1.0,1.09908889111759,0.203748373000804,1.7531025646822,0.14402761364591,0.9,0.9,DISCO_ref,True,
KLRK1,-2.17080732119769,2.89392966044776e-46,8.87415018818481e-44,10,10,1.0,-2.139868851158175,-2.92784210531829,-1.67058156091464,0.20458333164515996,1.0,1.0,GSE194122_BMMC,True,
KMO,1.56810546632633,6.7846771366503e-05,0.0001764896303061,10,9,1.0,1.64108077681592,1.15770031883558,2.05508063842783,0.100698466376,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
KREMEN1,1.90114878808223,1.671136761884e-05,4.79451620236726e-05,10,9,1.0,1.94849366105007,0.612092167453359,2.20497072806614,0.16186357651940986,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
KRT18,1.50204081111193,0.000303497590032,0.000705994170833,10,9,1.0,1.59638526953917,0.992003774864693,1.76477505740226,0.08528791984498985,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
KRT2,1.32303409319135,1.47152129785221e-08,6.98001867670937e-08,10,10,1.0,1.3314098278089301,1.05244173906334,1.48821298714043,0.11446657238106761,1.0,1.0,DISCO_ref,True,
KRTAP5-AS1,-0.832569793183899,0.0002054383388289,0.000493593378524,10,10,1.0,-0.8442352459094745,-1.42329978651195,-0.479264014954769,0.21857140338306935,0.9,0.8,DISCO_ref,True,
KYAT3,-0.376848093929506,0.0021754610853323,0.0044109990812281,10,10,1.0,-0.369066926886127,-1.04568930958395,-0.135477586319692,0.04196522313605178,0.7,0.7,DISCO_ref,True,
KYNU,1.64617816526143,5.0363693634988e-07,1.88746178949815e-06,10,10,1.0,1.7162508771264702,0.757141336589108,2.17322829993909,0.49273950191785754,0.9,0.9,MMRF_ImmuneAtlas,True,
LARGE1,1.95682492134519,1.03716943088583e-06,3.6881065779044e-06,10,10,1.0,2.074217999987645,0.701277897132749,2.235626250994,0.19904793648838992,0.8,0.8,GSE194122_BMMC,True,
LAT,0.387885070588136,2.38696209149167e-08,1.09439167835937e-07,10,10,1.0,0.386516119635387,0.252185755411705,0.485396733254007,0.09771252851801376,0.9,0.9,DISCO_ref,True,
LAT2,1.92650113871423,5.7069403765104305e-24,1.9572552751808498e-22,10,10,1.0,1.965109818379775,1.01535185599464,2.06968208562421,0.19049254832207496,1.0,1.0,MMRF_ImmuneAtlas,True,
LAX1,-0.563031633675939,1.70034619657901e-11,1.17871073441042e-10,10,10,1.0,-0.5616593805970129,-0.691718259255534,-0.348590331172686,0.07741990275512589,1.0,1.0,MMRF_ImmuneAtlas,True,
LCK,0.319455543227927,4.83023402709271e-05,0.0001288593496725,10,10,1.0,0.338804630164027,0.151368238665938,0.648262694522938,0.08224842331004145,0.9,0.9,MMRF_ImmuneAtlas,True,
LCMT1-AS2,-0.643191849485591,0.013561120793875,0.0232317195854322,10,9,1.0,-0.639750113355389,-1.23926065507151,-0.364343504353386,0.12986272661223996,0.8888888888888888,0.7777777777777778,DISCO_ref,True,
LDB2,2.88242167509927,6.16907205574022e-05,0.0001620119527787,10,9,1.0,2.90663636028521,1.73627864136277,3.3270676970938,0.16309968143961973,0.8888888888888888,0.7777777777777778,DISCO_ref,True,
LDHB,0.511432207334366,2.92495202790115e-11,1.95233993872582e-10,10,10,1.0,0.5255154991434245,0.0293285406772599,0.627356047439849,0.1362330727578595,0.9,0.9,MMRF_ImmuneAtlas,True,
LDLRAD4,1.59853982655352,3.1239669305241496e-36,3.61894213529387e-34,10,10,1.0,1.6244807870843951,1.01445311538462,1.80583376810546,0.1402064874758875,1.0,1.0,GSE194122_BMMC,True,
LEF1,1.05426700490185,5.42760804357058e-17,8.27313471670568e-16,10,10,1.0,1.064225635658905,0.855425274492382,1.31360303070598,0.11309826596756012,1.0,1.0,DISCO_ref,True,
LENG8-AS1,-1.40215421030205,1.8167458453992402e-23,5.95641263651965e-22,10,10,1.0,-1.4034951130800501,-2.11629641725632,-0.543699963512176,0.05779005468589249,0.9,0.9,MMRF_ImmuneAtlas,True,
LEPR,1.62051850513636,7.62207109389726e-14,7.59729571940467e-13,10,10,1.0,1.6427793054930802,0.976651483574556,1.80884918346422,0.2557128253827825,1.0,0.9,MMRF_ImmuneAtlas,True,
