program_id	feature_set_id	cell_state	condition_a	condition_b	contrast	contrast_direction	feature_direction	statistic_orientation	signed_statistic_name	source_capability_id	source_cache_key	database	organism	tf	number_of_eligible_genes	total_regulon_target_count	number_of_overlapping_targets	number_of_unique_signed_target_weights	target_weight_variance	model_predictor_weight_variance	degrees_of_freedom	estimable	estimability_status	exclusion_reason	overlapping_target_genes	resource_hash
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR4A1	2395	110	16	2	0.91666666666666663	0.0066770963595488382	2393	True	estimable		BIRC5;CCL3;CCNA2;CCND1;CCNE1;CDKN1A;FOXP3;HDAC9;JUN;NFKBIA;NR4A3;PCNA;TCL1A;TG;TNF;TRGV9	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR4A2	2395	60	9	2	0.44444444444444442	0.0037508524268220996	2393	True	estimable		BGLAP;CCL3;COL1A1;DUSP1;FABP5;FOXP3;SLC18A2;SNCA;TNFSF10	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR4A3	2395	40	6	2	0.66666666666666663	0.0025034751108808911	2393	True	estimable		AK5;CCL3;CCND1;CD28;CYBB;VCAM1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR5A1	2395	107	9	1	0	0.00374527132026308	2393	True	estimable		CD86;CITED2;CYP1B1;HP;LIPE;PBX1;PTPRJ;RHD;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR5A2	2395	64	8	1	0	0.0033305253390958265	2393	True	estimable		ABCC3;AQP1;CCND1;CCNE1;CR1;GREB1;SLC51A;UQCRQ	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NR6A1	2395	15	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CR1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NRF1	2395	90	10	2	0.40000000000000008	0.0041659472271492939	2393	True	estimable		ALAS2;NFE2;NR4A3;PRDX4;RETREG3;SLC25A5;SLC31A1;SLC7A11;TBXAS1;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NRG1	2395	36	2	1	0	0.00083472424973358929	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CCND3;ERBB3	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NRIP1	2395	3	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NRL	2395	18	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	MEF2C	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NSD1	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NSD2	2395	8	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NUCKS1	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	NUPR1	2395	6	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDKN1A	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OLIG1	2395	7	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OLIG2	2395	19	4	1	0	0.0016680532228274237	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CCNB1;CDC20;CDCA8;CDKN2B	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OLIG3	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ONECUT1	2395	35	2	1	0	0.00083472424973358929	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CCND1;S100A8	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ONECUT2	2395	4	2	2	2	0.00083542188805346695	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	ADA;SYTL4	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ONECUT3	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OSR1	2395	4	1	1	0	0.00041753653444676406	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	PRKN	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OSR2	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OTP	2395	2	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OTX1	2395	3	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OTX2	2395	43	2	1	0	0.00083472424973358886	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	RHD;WNT1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OVOL1	2395	9	2	2	2	0.00083542188805346695	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	MYC;SGK1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	OVOL2	2395	2	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PA2G4	2395	5	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PARK7	2395	8	1	1	0	0.00041753653444676401	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	SLC18A2	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PARP10	2395	2	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	NFKBIA	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PARP14	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PARP9	2395	1	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	PARP14	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PASD1	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PATZ1	2395	12	1	1	0	0.00041753653444676406	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	MYC	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAWR	2395	6	2	2	2	0.00083542188805346695	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CEBPB;DIABLO	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX1	2395	5	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX2	2395	25	3	1	0	0.0012515631458604758	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	NAIP;PAX5;WNT1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX3	2395	115	11	1	0	0.0045737168251177704	2393	True	estimable		CALM1;DPYD;FCGRT;FN1;HES1;ITGAX;LMO4;OPRM1;RETN;VCAN;WNT1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX4	2395	9	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX5	2395	67	26	2	0.29538461538461541	0.010776070307989879	2393	True	estimable		BACH2;BGLAP;BLNK;CCND1;CD19;CD72;CD79A;CDKN1A;CR1;CSF1R;CTNNB1;EBF1;FCER2;FHL2;FLT3;IGHM;IGLL1;IL7;LEF1;MPPED2;NEDD9;PRKCE;RUNX2;SPIB;TIMP1;WNT1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX6	2395	166	15	2	0.26666666666666672	0.0062361889413861714	2393	True	estimable		BCL9L;CD40;CDK6;CDKN1A;CDKN2B;CLU;CYP1B1;FMNL2;HIPK2;PLCB1;SNCA;TCF4;TFEC;TG;VCAN	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX7	2395	18	2	1	0	0.00083472424973358929	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CCND3;FSD1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX8	2395	34	4	1	0	0.0016680532228274239	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	DUOX1;SLC25A5;TG;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PAX9	2395	10	1	1	0	0.00041753653444676401	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	TK1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PBRM1	2395	9	2	1	0	0.00083472424973358929	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDKN1A;IL10	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	PBX1	2395	61	10	2	0.71111111111111136	0.0041708306953884364	2393	True	estimable		BGLAP;CDH1;CDKN1A;CDKN2B;CYBB;IGF1R;IL10;NDRG1;RHD;RUNX2	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
